,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,Season,avg_temp
23730,249,Sesamum,2013,182243,854,Kharif     ,16.77
23731,167,Small millets,2013,59699,854,Kharif     ,16.77
23732,27,Tapioca,2013,224367,854,Kharif     ,16.77
23733,2,Tobacco,2013,17635,854,Kharif     ,16.77
23734,66,Black pepper,2013,169492,854,Rabi       ,16.77
23735,441,Dry chillies,1990,135000,74,Rabi       ,27.38
23736,320,Ginger,1990,96667,74,Rabi       ,27.38
23737,37,Gram,1990,22996,74,Rabi       ,27.38
23738,206,Linseed,1991,121818,74,Rabi       ,26.77
23739,597,Masoor,1991,100909,74,Rabi       ,26.77
23740,514,Moong(Green Gram),1991,23048,74,Rabi       ,26.77
23741,761,Peas & beans (Pulses),1992,124583,74,Rabi       ,26.22
23742,52,Pineapple,1992,97727,74,Rabi       ,26.22
23743,8250,Rapeseed &Mustard,1992,23088,74,Rabi       ,26.22
23744,179,Sweet potato,1993,126667,74,Rabi       ,27.1
23745,670,Urad,1993,100000,74,Rabi       ,27.1
23746,2050,Wheat,1993,23103,74,Rabi       ,27.1
23747,42535,Paddy,1994,124074,74,Summer     ,27.59
23748,42535,Rice,1994,98182,74,Summer     ,27.59
23749,1957,Banana,1994,23065,74,Whole Year ,27.59
23750,325,Onion,1995,125806,74,Whole Year ,27.16
23751,2856,Potato,1995,91667,74,Whole Year ,27.16
23752,789,Sugarcane,1995,22969,74,Whole Year ,27.16
23753,285,Turmeric,1996,125692,74,Whole Year ,27.66
23754,44115,Paddy,1996,104000,74,Winter     ,27.66
23755,44115,Rice,1996,22881,74,Winter     ,27.66
23756,57555,Rice,1997,125694,74,Autumn     ,27.23
23757,1646,Arhar/Tur,1997,101429,74,Kharif     ,27.23
23758,78,Cotton(lint),1997,23077,74,Kharif     ,27.23
23759,15530,Jute,1998,124348,74,Kharif     ,28.48
23760,481,Maize,1998,103333,74,Kharif     ,28.48
23761,226,Mesta,1998,22951,74,Kharif     ,28.48
23762,120,Small millets,1999,124639,74,Kharif     ,28.62
23763,10043,Sugarcane,1999,93333,74,Kharif     ,28.62
23764,122,Gram,1999,23056,74,Rabi       ,28.62
23765,530,Linseed,2000,125175,74,Rabi       ,28.06
23766,10679,Other  Rabi pulses,2000,86667,74,Rabi       ,28.06
23767,22838,Rapeseed &Mustard,2000,23056,74,Rabi       ,28.06
23768,5764,Wheat,2001,125299,74,Rabi       ,28.36
23769,28013,Rice,2001,80000,74,Summer     ,28.36
23770,5979,Arecanut,2001,23333,74,Whole Year ,28.36
23771,4953,Coconut ,2002,124627,74,Whole Year ,28.25
23772,938,Dry chillies,2002,75000,74,Whole Year ,28.25
23773,334,Niger seed,2002,22727,74,Whole Year ,28.25
23774,1032,Onion,2004,126304,74,Whole Year ,28.2
23775,5943,Potato,2004,80000,74,Whole Year ,28.2
23776,906,Sesamum,2004,24444,74,Whole Year ,28.2
23777,470,Sweet potato,2005,124776,74,Whole Year ,28.09
23778,18,Tapioca,2005,95169,74,Whole Year ,28.09
23779,1251,Turmeric,2005,23333,74,Whole Year ,28.09
23780,142724,Rice,2006,118571,74,Winter     ,28.12
23781,55191,Rice,2006,103333,74,Autumn     ,28.12
23782,2394,Arhar/Tur,2006,20000,74,Kharif     ,28.12
23783,42,Castor seed,2007,181429,74,Kharif     ,28.23
23784,60,Cotton(lint),2007,100000,74,Kharif     ,28.23
23785,11274,Jute,2007,23188,74,Kharif     ,28.23
23786,475,Maize,2008,181429,74,Kharif     ,27.92
23787,179,Mesta,2008,100000,74,Kharif     ,27.92
23788,360,Niger seed,2008,30000,74,Kharif     ,27.92
23789,964,Sesamum,2009,192857,74,Kharif     ,28.17
23790,133,Small millets,2009,110000,74,Kharif     ,28.17
23791,98,Gram,2009,23333,74,Rabi       ,28.17
23792,634,Linseed,2010,207556,74,Rabi       ,28.93
23793,12614,Other  Rabi pulses,2010,92000,74,Rabi       ,28.93
23794,26229,Rapeseed &Mustard,2010,22500,74,Rabi       ,28.93
23795,6189,Wheat,2011,125556,74,Rabi       ,28.23
23796,41679,Rice,2011,180000,74,Summer     ,28.23
23797,5934,Arecanut,2011,23636,74,Whole Year ,28.23
23798,3755,Banana,2012,124894,74,Whole Year ,28.54
23799,5023,Coconut ,2012,120000,74,Whole Year ,28.54
23800,1228,Dry chillies,2012,22857,74,Whole Year ,28.54
23801,1134,Onion,2013,124845,74,Whole Year ,28.68
23802,6123,Potato,2013,109298,74,Whole Year ,28.68
23803,9779,Sugarcane,2013,22632,74,Whole Year ,28.68
23804,494,Sweet potato,1990,27606,637,Whole Year ,12.26
23805,19,Tapioca,1990,109996,637,Whole Year ,12.26
23806,49,Tobacco,1990,16667,637,Whole Year ,12.26
23807,1296,Turmeric,1990,6731,637,Whole Year ,12.26
23808,144667,Rice,1990,7421,637,Winter     ,12.26
23809,42006,Rice,1990,32351,637,Autumn     ,12.26
23810,1819,Arhar/Tur,1991,40766,637,Kharif     ,10.55
23811,40,Castor seed,1991,79732,637,Kharif     ,10.55
23812,59,Cotton(lint),1991,14560,637,Kharif     ,10.55
23813,9079,Jute,1991,15750,637,Kharif     ,10.55
23814,500,Maize,1991,16544,637,Kharif     ,10.55
23815,139,Mesta,1991,25406,637,Kharif     ,10.55
23816,302,Niger seed,1992,20469,637,Kharif     ,11.55
23817,998,Sesamum,1992,118962,637,Kharif     ,11.55
23818,122,Small millets,1992,23742,637,Kharif     ,11.55
23819,100,Gram,1992,5500,637,Rabi       ,11.55
23820,642,Linseed,1992,7619,637,Rabi       ,11.55
23821,11345,Other  Rabi pulses,1992,21950,637,Rabi       ,11.55
23822,26406,Rapeseed &Mustard,1993,26054,637,Rabi       ,10.78
23823,6199,Wheat,1993,148950,637,Rabi       ,10.78
23824,52650,Rice,1993,30351,637,Summer     ,10.78
23825,6273,Arecanut,1993,9788,637,Whole Year ,10.78
23826,4370,Banana,1993,12698,637,Whole Year ,10.78
23827,5035,Coconut ,1993,23291,637,Whole Year ,10.78
23828,1213,Dry chillies,1994,31317,637,Whole Year ,12.7
23829,1016,Onion,1994,118525,637,Whole Year ,12.7
23830,6209,Potato,1994,32835,637,Whole Year ,12.7
23831,9979,Sugarcane,1994,9406,637,Whole Year ,12.7
23832,504,Sweet potato,1994,15525,637,Whole Year ,12.7
23833,21,Tapioca,1994,25435,637,Whole Year ,12.7
23834,50,Tobacco,1995,31915,637,Whole Year ,11.21
23835,1301,Turmeric,1995,123608,637,Whole Year ,11.21
23836,152987,Rice,1995,39030,637,Winter     ,11.21
23837,48434,Rice,1995,7633,637,Autumn     ,11.21
23838,1591,Arhar/Tur,1995,14701,637,Kharif     ,11.21
23839,39,Castor seed,1995,30903,637,Kharif     ,11.21
23840,50,Cotton(lint),1996,29319,637,Kharif     ,10.71
23841,10316,Jute,1996,139763,637,Kharif     ,10.71
23842,520,Maize,1996,27075,637,Kharif     ,10.71
23843,142,Mesta,1996,5875,637,Kharif     ,10.71
23844,297,Niger seed,1996,14104,637,Kharif     ,10.71
23845,1041,Sesamum,1996,17645,637,Kharif     ,10.71
23846,118,Small millets,1997,42171,637,Kharif     ,10.46
23847,110,Gram,1997,126636,637,Rabi       ,10.46
23848,695,Linseed,1997,26766,637,Rabi       ,10.46
23849,9910,Other  Rabi pulses,1997,19258,637,Rabi       ,10.46
23850,26327,Rapeseed &Mustard,1997,20032,637,Rabi       ,10.46
23851,5343,Wheat,1997,30103,637,Rabi       ,10.46
23852,57976,Rice,1998,27892,637,Summer     ,11.37
23853,6288,Arecanut,1998,128302,637,Whole Year ,11.37
23854,4502,Banana,1998,29791,637,Whole Year ,11.37
23855,5036,Coconut ,1998,16636,637,Whole Year ,11.37
23856,1289,Dry chillies,1998,13913,637,Whole Year ,11.37
23857,1055,Onion,1998,25963,637,Whole Year ,11.37
23858,6630,Potato,1999,36403,637,Whole Year ,12.34
23859,9097,Sugarcane,1999,144957,637,Whole Year ,12.34
23860,503,Sweet potato,1999,24427,637,Whole Year ,12.34
23861,20,Tapioca,1999,16414,637,Whole Year ,12.34
23862,47,Tobacco,1999,18724,637,Whole Year ,12.34
23863,1357,Turmeric,1999,27993,637,Whole Year ,12.34
23864,141632,Rice,2000,17128,637,Winter     ,12.44
23865,45551,Rice,2000,123276,637,Autumn     ,12.44
23866,1542,Arhar/Tur,2000,26441,637,Kharif     ,12.44
23867,37,Castor seed,2000,13874,637,Kharif     ,12.44
23868,48,Cotton(lint),2000,7659,637,Kharif     ,12.44
23869,10666,Jute,2000,22996,637,Kharif     ,12.44
23870,559,Maize,2001,31232,637,Kharif     ,11.9
23871,158,Mesta,2001,144769,637,Kharif     ,11.9
23872,294,Niger seed,2001,12632,637,Kharif     ,11.9
23873,1038,Sesamum,2001,13381,637,Kharif     ,11.9
23874,114,Small millets,2001,16721,637,Kharif     ,11.9
23875,106,Gram,2001,30449,637,Rabi       ,11.9
23876,685,Linseed,2002,30421,637,Rabi       ,12.24
23877,1434,Masoor,2002,144401,637,Rabi       ,12.24
23878,994,Moong(Green Gram),2002,12839,637,Rabi       ,12.24
23879,10043,Other  Rabi pulses,2002,14190,637,Rabi       ,12.24
23880,4164,Peas & beans (Pulses),2002,20909,637,Rabi       ,12.24
23881,28758,Rapeseed &Mustard,2002,20580,637,Rabi       ,12.24
23882,2828,Urad,2004,45497,637,Rabi       ,11.63
23883,5699,Wheat,2004,166540,637,Rabi       ,11.63
23884,57920,Rice,2004,40056,637,Summer     ,11.63
23885,6309,Arecanut,2004,37611,637,Whole Year ,11.63
23886,4504,Banana,2004,26595,637,Whole Year ,11.63
23887,5036,Coconut ,2004,34775,637,Whole Year ,11.63
23888,1266,Dry chillies,2005,39816,637,Whole Year ,11.25
23889,1042,Onion,2005,131035,637,Whole Year ,11.25
23890,6074,Potato,2005,41989,637,Whole Year ,11.25
23891,9142,Sugarcane,2005,25291,637,Whole Year ,11.25
23892,501,Sweet potato,2005,23922,637,Whole Year ,11.25
23893,20,Tapioca,2005,29985,637,Whole Year ,11.25
23894,48,Tobacco,2006,35754,637,Whole Year ,11.63
23895,1367,Turmeric,2006,141860,637,Whole Year ,11.63
23896,128485,Rice,2006,32993,637,Winter     ,11.63
23897,40558,Rice,2006,17986,637,Autumn     ,11.63
23898,1530,Arhar/Tur,2006,19434,637,Kharif     ,11.63
23899,37,Castor seed,2006,27737,637,Kharif     ,11.63
23900,45,Cotton(lint),2007,17030,637,Kharif     ,12.99
23901,11329,Jute,2007,136211,637,Kharif     ,12.99
23902,532,Maize,2007,34023,637,Kharif     ,12.99
23903,158,Mesta,2007,13345,637,Kharif     ,12.99
23904,295,Niger seed,2007,12450,637,Kharif     ,12.99
23905,845,Sesamum,2007,16100,637,Kharif     ,12.99
23906,112,Small millets,2008,32271,637,Kharif     ,12.5
23907,107,Gram,2008,140485,637,Rabi       ,12.5
23908,654,Linseed,2008,49326,637,Rabi       ,12.5
23909,1709,Masoor,2008,26348,637,Rabi       ,12.5
23910,927,Moong(Green Gram),2008,19633,637,Rabi       ,12.5
23911,9845,Other  Rabi pulses,2008,34222,637,Rabi       ,12.5
23912,4164,Peas & beans (Pulses),2009,34169,637,Rabi       ,12.47
23913,28808,Rapeseed &Mustard,2009,153812,637,Rabi       ,12.47
23914,2269,Urad,2009,54262,637,Rabi       ,12.47
23915,5536,Wheat,2009,23758,637,Rabi       ,12.47
23916,59833,Rice,2009,17465,637,Summer     ,12.47
23917,6350,Arecanut,2009,24305,637,Whole Year ,12.47
23918,4552,Banana,2010,43176,637,Whole Year ,11.94
23919,5062,Coconut ,2010,132960,637,Whole Year ,11.94
23920,1282,Dry chillies,2010,49656,637,Whole Year ,11.94
23921,1062,Onion,2010,19918,637,Whole Year ,11.94
23922,166,Orange,2010,23641,637,Whole Year ,11.94
23923,1835,Papaya,2010,27000,637,Whole Year ,11.94
23924,1801,Pineapple,2011,45292,637,Whole Year ,11.26
23925,5845,Potato,2011,164154,637,Whole Year ,11.26
23926,8596,Sugarcane,2011,51504,637,Whole Year ,11.26
23927,466,Sweet potato,2011,31313,637,Whole Year ,11.26
23928,20,Tapioca,2011,19849,637,Whole Year ,11.26
23929,46,Tobacco,2011,36650,637,Whole Year ,11.26
23930,1381,Turmeric,2012,21870,637,Whole Year ,12.33
23931,150888,Rice,2012,107623,637,Winter     ,12.33
23932,42149,Rice,2012,44995,637,Autumn     ,12.33
23933,1527,Arhar/Tur,2012,19335,637,Kharif     ,12.33
23934,36,Castor seed,2012,13388,637,Kharif     ,12.33
23935,42,Cotton(lint),2012,26593,637,Kharif     ,12.33
23936,9682,Jute,2013,44941,637,Kharif     ,13.94
23937,604,Maize,2013,158462,637,Kharif     ,13.94
23938,134,Mesta,2013,47194,637,Kharif     ,13.94
23939,264,Niger seed,2013,23726,637,Kharif     ,13.94
23940,1000,Sesamum,2013,22242,637,Kharif     ,13.94
23941,117,Small millets,2013,34786,637,Kharif     ,13.94
23942,113,Gram,1990,20126,1212,Rabi       ,19.39
23943,466,Linseed,1990,10252,1212,Rabi       ,19.39
23944,1204,Masoor,1990,67453,1212,Rabi       ,19.39
23945,859,Moong(Green Gram),1990,13652,1212,Rabi       ,19.39
23946,495,other misc. pulses,1990,10688,1212,Rabi       ,19.39
23947,3644,Peas & beans (Pulses),1990,6735,1212,Rabi       ,19.39
23948,27873,Rapeseed &Mustard,1990,46491,1212,Rabi       ,19.39
23949,1890,Urad,1990,11811,1212,Rabi       ,19.39
23950,5732,Wheat,1990,40000,1212,Rabi       ,19.39
23951,57686,Rice,1991,26400,1212,Summer     ,19.22
23952,6137,Arecanut,1991,11556,1212,Whole Year ,19.22
23953,4618,Banana,1991,68462,1212,Whole Year ,19.22
23954,5050,Coconut ,1991,24118,1212,Whole Year ,19.22
23955,1238,Dry chillies,1991,12813,1212,Whole Year ,19.22
23956,1047,Onion,1991,7200,1212,Whole Year ,19.22
23957,166,Orange,1991,50000,1212,Whole Year ,19.22
23958,1852,Papaya,1991,12333,1212,Whole Year ,19.22
23959,1807,Pineapple,1991,30769,1212,Whole Year ,19.22
23960,5663,Potato,1992,26100,1212,Whole Year ,19.54
23961,8044,Sugarcane,1992,12250,1212,Whole Year ,19.54
23962,431,Sweet potato,1992,66731,1212,Whole Year ,19.54
23963,20,Tapioca,1992,24030,1212,Whole Year ,19.54
23964,43,Tobacco,1992,7507,1212,Whole Year ,19.54
23965,1377,Turmeric,1992,8095,1212,Whole Year ,19.54
23966,152890,Rice,1992,50248,1212,Winter     ,19.54
23967,34348,Rice,1992,11455,1212,Autumn     ,19.54
23968,1345,Arhar/Tur,1992,50000,1212,Kharif     ,19.54
23969,34,Castor seed,1993,24250,1212,Kharif     ,19.53
23970,14,Cotton(lint),1993,17400,1212,Kharif     ,19.53
23971,8548,Jute,1993,68053,1212,Kharif     ,19.53
23972,91,Mesta,1993,26400,1212,Kharif     ,19.53
23973,191,Niger seed,1993,12810,1212,Kharif     ,19.53
23974,969,Sesamum,1993,6667,1212,Kharif     ,19.53
23975,118,Small millets,1993,49855,1212,Kharif     ,19.53
23976,111,Gram,1993,12000,1212,Rabi       ,19.53
23977,460,Linseed,1993,53333,1212,Rabi       ,19.53
23978,1433,Masoor,1994,11778,1212,Rabi       ,19.55
23979,850,Moong(Green Gram),1994,16750,1212,Rabi       ,19.55
23980,10018,Other  Rabi pulses,1994,67588,1212,Rabi       ,19.55
23981,3720,Peas & beans (Pulses),1994,26471,1212,Rabi       ,19.55
23982,27057,Rapeseed &Mustard,1994,6850,1212,Rabi       ,19.55
23983,3508,Urad,1994,8894,1212,Rabi       ,19.55
23984,5760,Wheat,1994,49953,1212,Rabi       ,19.55
23985,58736,Rice,1994,11852,1212,Summer     ,19.55
23986,3224,Coconut ,1994,30769,1212,Whole Year ,19.55
23987,1281,Dry chillies,1995,24667,1212,Whole Year ,19.81
23988,1018,Onion,1995,11200,1212,Whole Year ,19.81
23989,5426,Potato,1995,68850,1212,Whole Year ,19.81
23990,6871,Sugarcane,1995,36508,1212,Whole Year ,19.81
23991,449,Sweet potato,1995,11521,1212,Whole Year ,19.81
23992,34,Tobacco,1995,10346,1212,Whole Year ,19.81
23993,1362,Turmeric,1995,50045,1212,Whole Year ,19.81
23994,135354,Rice,1995,10442,1212,Winter     ,19.81
23995,26300,Rice,1995,36227,1212,Autumn     ,19.81
23996,1249,Arhar/Tur,1996,27580,1212,Kharif     ,19.31
23997,29,Castor seed,1996,11099,1212,Kharif     ,19.31
23998,12,Cotton(lint),1996,55823,1212,Kharif     ,19.31
23999,7744,Jute,1996,32980,1212,Kharif     ,19.31
24000,485,Maize,1996,13610,1212,Kharif     ,19.31
24001,70,Mesta,1996,4856,1212,Kharif     ,19.31
24002,288,Niger seed,1996,51123,1212,Kharif     ,19.31
24003,1182,Sesamum,1996,11357,1212,Kharif     ,19.31
24004,113,Small millets,1996,38151,1212,Kharif     ,19.31
24005,110,Gram,1997,24699,1212,Rabi       ,19.78
24006,525,Linseed,1997,10908,1212,Rabi       ,19.78
24007,1417,Masoor,1997,54673,1212,Rabi       ,19.78
24008,757,Moong(Green Gram),1997,30328,1212,Rabi       ,19.78
24009,6729,Other  Rabi pulses,1997,11222,1212,Rabi       ,19.78
24010,1698,Peas & beans (Pulses),1997,4928,1212,Rabi       ,19.78
24011,16172,Rapeseed &Mustard,1997,49659,1212,Rabi       ,19.78
24012,1713,Urad,1997,9557,1212,Rabi       ,19.78
24013,3627,Wheat,1997,38157,1212,Rabi       ,19.78
24014,51349,Rice,1998,24659,1212,Summer     ,19.79
24015,5026,Arecanut,1998,8231,1212,Whole Year ,19.79
24016,2790,Banana,1998,64088,1212,Whole Year ,19.79
24017,1307,Dry chillies,1998,19148,1212,Whole Year ,19.79
24018,842,Onion,1998,10514,1212,Whole Year ,19.79
24019,4090,Potato,1998,5505,1212,Whole Year ,19.79
24020,6130,Sugarcane,1998,50463,1212,Whole Year ,19.79
24021,327,Sweet potato,1998,7263,1212,Whole Year ,19.79
24022,21,Tapioca,1998,37940,1212,Whole Year ,19.79
24023,24,Tobacco,1999,26747,1212,Whole Year ,19.35
24024,1302,Turmeric,1999,7556,1212,Whole Year ,19.35
24025,136033,Rice,1999,59083,1212,Winter     ,19.35
24026,24677,Rice,1999,18132,1212,Autumn     ,19.35
24027,1250,Arhar/Tur,1999,8322,1212,Kharif     ,19.35
24028,36,Castor seed,1999,4665,1212,Kharif     ,19.35
24029,13,Cotton(lint),1999,47936,1212,Kharif     ,19.35
24030,8465,Jute,1999,6974,1212,Kharif     ,19.35
24031,410,Maize,1999,29412,1212,Kharif     ,19.35
24032,70,Mesta,2000,68153,1212,Kharif     ,19.59
24033,399,Niger seed,2000,7018,1212,Kharif     ,19.59
24034,1258,Sesamum,2000,87830,1212,Kharif     ,19.59
24035,79,Small millets,2000,27318,1212,Kharif     ,19.59
24036,118,Gram,2000,8904,1212,Rabi       ,19.59
24037,489,Linseed,2000,4712,1212,Rabi       ,19.59
24038,1900,Masoor,2000,59138,1212,Rabi       ,19.59
24039,873,Moong(Green Gram),2000,6416,1212,Rabi       ,19.59
24040,1209,Other  Rabi pulses,2000,33333,1212,Rabi       ,19.59
24041,2219,Peas & beans (Pulses),2001,57907,1212,Rabi       ,19.5
24042,18315,Rapeseed &Mustard,2001,7671,1212,Rabi       ,19.5
24043,2184,Urad,2001,86222,1212,Rabi       ,19.5
24044,4205,Wheat,2001,30668,1212,Rabi       ,19.5
24045,50412,Rice,2001,9486,1212,Summer     ,19.5
24046,5413,Arecanut,2001,5527,1212,Whole Year ,19.5
24047,2874,Banana,2001,60000,1212,Whole Year ,19.5
24048,3195,Coconut ,2001,7694,1212,Whole Year ,19.5
24049,1328,Dry chillies,2001,36842,1212,Whole Year ,19.5
24050,848,Onion,2002,79036,1212,Whole Year ,19.77
24051,4920,Potato,2002,8763,1212,Whole Year ,19.77
24052,6121,Sugarcane,2002,83133,1212,Whole Year ,19.77
24053,305,Sweet potato,2002,32658,1212,Whole Year ,19.77
24054,20,Tapioca,2002,10730,1212,Whole Year ,19.77
24055,18,Tobacco,2002,5461,1212,Whole Year ,19.77
24056,1354,Turmeric,2002,66149,1212,Whole Year ,19.77
24057,94209,Rice,2002,6171,1212,Winter     ,19.77
24058,19065,Rice,2002,40000,1212,Autumn     ,19.77
24059,1214,Arhar/Tur,2004,57198,1212,Kharif     ,19.93
24060,38,Castor seed,2004,7670,1212,Kharif     ,19.93
24061,16,Cotton(lint),2004,80407,1212,Kharif     ,19.93
24062,9548,Jute,2004,37964,1212,Kharif     ,19.93
24063,398,Maize,2004,9134,1212,Kharif     ,19.93
24064,84,Mesta,2004,4972,1212,Kharif     ,19.93
24065,358,Niger seed,2004,55700,1212,Kharif     ,19.93
24066,1077,Sesamum,2004,7987,1212,Kharif     ,19.93
24067,220,Small millets,2004,45455,1212,Kharif     ,19.93
24068,104,Gram,2005,67561,1212,Rabi       ,20.29
24069,501,Linseed,2005,8889,1212,Rabi       ,20.29
24070,1682,Masoor,2005,96891,1212,Rabi       ,20.29
24071,1016,Moong(Green Gram),2005,44673,1212,Rabi       ,20.29
24072,958,Other  Rabi pulses,2005,11586,1212,Rabi       ,20.29
24073,1448,Peas & beans (Pulses),2005,5627,1212,Rabi       ,20.29
24074,16167,Rapeseed &Mustard,2005,59629,1212,Rabi       ,20.29
24075,1898,Urad,2005,9083,1212,Rabi       ,20.29
24076,3100,Wheat,2005,47826,1212,Rabi       ,20.29
24077,42793,Rice,2006,64378,1212,Summer     ,20.02
24078,5463,Arecanut,2006,8531,1212,Whole Year ,20.02
24079,3148,Banana,2006,91740,1212,Whole Year ,20.02
24080,141,Black pepper,2006,44843,1212,Whole Year ,20.02
24081,3222,Coconut ,2006,11003,1212,Whole Year ,20.02
24082,1311,Dry chillies,2006,6406,1212,Whole Year ,20.02
24083,678,Dry ginger,2006,57251,1212,Whole Year ,20.02
24084,812,Onion,2006,8510,1212,Whole Year ,20.02
24085,5147,Potato,2006,49419,1212,Whole Year ,20.02
24086,6296,Sugarcane,2007,54550,1212,Whole Year ,19.6
24087,458,Sweet potato,2007,7201,1212,Whole Year ,19.6
24088,22,Tapioca,2007,77618,1212,Whole Year ,19.6
24089,21,Tobacco,2007,41320,1212,Whole Year ,19.6
24090,1902,Turmeric,2007,10103,1212,Whole Year ,19.6
24091,130754,Rice,2007,7926,1212,Winter     ,19.6
24092,18656,Rice,2007,56993,1212,Autumn     ,19.6
24093,449,Arhar/Tur,2007,8948,1212,Kharif     ,19.6
24094,51,Castor seed,2007,48020,1212,Kharif     ,19.6
24095,29,Cotton(lint),2008,103117,1212,Kharif     ,19.56
24096,9506,Jute,2008,11515,1212,Kharif     ,19.56
24097,88,Maize,2008,91329,1212,Kharif     ,19.56
24098,90,Mesta,2008,44432,1212,Kharif     ,19.56
24099,397,Niger seed,2008,10055,1212,Kharif     ,19.56
24100,1083,Sesamum,2008,8248,1212,Kharif     ,19.56
24101,225,Small millets,2008,55168,1212,Kharif     ,19.56
24102,1939,Blackgram,2008,12968,1212,Rabi       ,19.56
24103,68,Gram,2008,45817,1212,Rabi       ,19.56
24104,481,Linseed,2009,112077,1212,Rabi       ,19.84
24105,1160,Masoor,2009,19503,1212,Rabi       ,19.84
24106,750,Moong(Green Gram),2009,102216,1212,Rabi       ,19.84
24107,1485,Peas & beans (Pulses),2009,56178,1212,Rabi       ,19.84
24108,12910,Rapeseed &Mustard,2009,11928,1212,Rabi       ,19.84
24109,1939,Urad,2009,8215,1212,Rabi       ,19.84
24110,3565,Wheat,2009,65099,1212,Rabi       ,19.84
24111,40344,Rice,2009,17079,1212,Summer     ,19.84
24112,5544,Arecanut,2009,52001,1212,Whole Year ,19.84
24113,3098,Banana,2010,120430,1212,Whole Year ,20.12
24114,268,Black pepper,2010,23416,1212,Whole Year ,20.12
24115,3223,Coconut ,2010,118679,1212,Whole Year ,20.12
24116,1213,Dry chillies,2010,51833,1212,Whole Year ,20.12
24117,264,Dry ginger,2010,12088,1212,Whole Year ,20.12
24118,886,Onion,2010,7890,1212,Whole Year ,20.12
24119,4844,Potato,2010,74877,1212,Whole Year ,20.12
24120,7772,Sugarcane,2010,15631,1212,Whole Year ,20.12
24121,411,Sweet potato,2010,71523,1212,Whole Year ,20.12
24122,27,Tapioca,2011,122765,1212,Whole Year ,19.59
24123,8,Tobacco,2011,23529,1212,Whole Year ,19.59
24124,2084,Turmeric,2011,128118,1212,Whole Year ,19.59
24125,136199,Rice,2011,55195,1212,Winter     ,19.59
24126,18811,Rice,2011,12714,1212,Autumn     ,19.59
24127,968,Arhar/Tur,2011,7800,1212,Kharif     ,19.59
24128,52,Castor seed,2011,80541,1212,Kharif     ,19.59
24129,22,Cotton(lint),2011,20478,1212,Kharif     ,19.59
24130,9955,Jute,2011,66757,1212,Kharif     ,19.59
24131,415,Maize,2012,149026,1212,Kharif     ,19.79
24132,84,Mesta,2012,22587,1212,Kharif     ,19.79
24133,455,Niger seed,2012,141869,1212,Kharif     ,19.79
24134,1043,Sesamum,2012,57193,1212,Kharif     ,19.79
24135,266,Small millets,2012,14277,1212,Kharif     ,19.79
24136,3078,Banana,2012,5862,1212,Rabi       ,19.79
24137,92,Gram,2012,91903,1212,Rabi       ,19.79
24138,331,Linseed,2012,21680,1212,Rabi       ,19.79
24139,1583,Masoor,2012,77498,1212,Rabi       ,19.79
24140,771,Moong(Green Gram),2013,157657,1212,Rabi       ,19.93
24141,1741,Peas & beans (Pulses),2013,22845,1212,Rabi       ,19.93
24142,16941,Rapeseed &Mustard,2013,136056,1212,Rabi       ,19.93
24143,2301,Urad,2013,53362,1212,Rabi       ,19.93
24144,3655,Wheat,2013,14433,1212,Rabi       ,19.93
24145,48829,Rice,2013,6755,1212,Summer     ,19.93
24146,5276,Arecanut,2013,96163,1212,Whole Year ,19.93
24147,3078,Banana,2013,19924,1212,Whole Year ,19.93
24148,249,Black pepper,2013,154700,1212,Whole Year ,19.93
24149,3242,Coconut ,1990,17992,59,Whole Year ,25.86
24150,1190,Dry chillies,1990,17992,59,Whole Year ,25.7
24151,511,Dry ginger,1990,198311,59,Whole Year ,25.86
24152,495,Onion,1990,198311,59,Whole Year ,25.7
24153,4899,Potato,1990,12369,59,Whole Year ,25.86
24154,7198,Sugarcane,1990,12369,59,Whole Year ,25.7
24155,374,Sweet potato,1990,46461,59,Whole Year ,25.86
24156,20,Tapioca,1990,46461,59,Whole Year ,25.7
24157,19,Tobacco,1991,21166,59,Whole Year ,25.94
24158,1750,Turmeric,1991,21166,59,Whole Year ,25.43
24159,114219,Rice,1991,175355,59,Winter     ,25.94
24160,16005,Rice,1991,175355,59,Autumn     ,25.43
24161,975,Arhar/Tur,1991,9519,59,Kharif     ,25.94
24162,32,Castor seed,1991,9519,59,Kharif     ,25.43
24163,19,Cotton(lint),1991,45030,59,Kharif     ,25.94
24164,9273,Jute,1991,45030,59,Kharif     ,25.43
24165,435,Maize,1992,20733,59,Kharif     ,24.74
24166,78,Mesta,1992,20733,59,Kharif     ,24.37
24167,401,Niger seed,1992,160109,59,Kharif     ,24.74
24168,976,Sesamum,1992,160109,59,Kharif     ,24.37
24169,218,Small millets,1992,11577,59,Kharif     ,24.74
24170,5276,Arecanut,1992,11577,59,Rabi       ,24.37
24171,3238,Banana,1992,44609,59,Rabi       ,24.74
24172,89,Gram,1992,44609,59,Rabi       ,24.37
24173,568,Linseed,1993,21725,59,Rabi       ,25.9
24174,1370,Masoor,1993,21725,59,Rabi       ,25.42
24175,800,Moong(Green Gram),1993,182880,59,Rabi       ,25.9
24176,1711,Peas & beans (Pulses),1993,182880,59,Rabi       ,25.42
24177,13638,Rapeseed &Mustard,1993,12034,59,Rabi       ,25.9
24178,2140,Urad,1993,12034,59,Rabi       ,25.42
24179,3226,Wheat,1993,44886,59,Rabi       ,25.9
